UEN,TRUE_IE,$,account,accreditation,add card,add to bag,add to cart,advert,adwords,alipay,american express,android,animation,atome,auction,automat,automobile,award,b2b,b2c,bag,bank,big,bigcommerce,blog,book,breakfast,buy,car,card,career,carousell,cart,cash,cash back,cashback,casino,check out,client,cloud,complete,consultancy,consultation,contact,contact form,customer,cyber,data,dating,deals,deliver,deliveroo,develop,development,domain,e-store,e-ticket,e-wallet,ecommerce,email,emarketing,enets,enquiry,enrol,equipment,escort,estore,facebook,favepay,firewall,foodpanda,form,free,game,get in touch,gift card,giftcard,goods,google pay,grab,grabpay,hack,hangout,hoolah,hostel,hosting,hotel,housing,instagram,intelligence,interactive,investor relations,iphone,job,kiosk,lazada,learn,linkedin,log in,log out,login,machine,magazine,magento,mail,mailing,mailing list,managed,marketing,marketplace,mastercard,media,member,menu,message,mobile,movie,multimedia,music,name,network,news,news alert,newsletter,offers,online,online store,order,partners,password,pay,paylah,paylater,payment,paynow,paypal,phone number,platform,premium,price,privacy,product,projects,promotion,purchase,qoo10,recognition,recruit,rent,research,reserv,restaurant,return,review,risk,robot,s$,sale,science,seo,serie,server,service,sgd,shipping,shop,shop pay,shopee,shopify,shopping bag,sign in,sign out,sign up,singtel dash,skype,snapchat,social media,software,spyware,store,stream,subject,submit,subscri,supply,tablet,testimonial,ticket,tiktok,topup,transfer,travel,trial,tuition,tutor,tutorial,tv,twitter,unionpay,usd,username,video,virtual,virus,visa,vlog,voucher,vpn,wallet,web design,webdesign,what we do,wishlist,wix,woocommerce,youtube,predict,sum
53068424A,B,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,2,1,1,1,1,1,1,6,5,1,1,1,2,2,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4.0,285.0
53070652X,B,8,23,2,2,2,2,2,2,2,2,2,201,2,2,2,2,2,2,2,2,2,2,2,743,32,2,2,886,516,2,2,64,2,2,2,2,2,12,4,13,2,2,47,2,8,2,735,2,2,2,2,5,3,6,2,2,2,2,43,4,2,2,9,2,2,2,31,2,2,2,563,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,2,2,2,2,2,2,2,4,2,2,2,12,4,2,2,47,6,2,2,7,2,2,36,6,287,15,36,3,2,4,177,3,226,2,225,3,2,2,201,2,2,4,2,2,2,2,2,2,2,2,106,5,487,2,2,2,2,2,2,80,2,4,2,11,17,2,13,2,54,2,2,2,2,27,4,12,4,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,4,10,12,2,2,12,2,2,2,2,2,2,8,2,2,18,10,2,10,2,218,2,2,2,2,2,2,2,2,2,2,2,3,2,11,3.0,6744.0
53077538K,C,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53080787D,C,5,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,2,1,1,1,1,1,1,1,1,2,12,1,5,1,1,6,1,1,1,42,1,3,4,1,3,2,6,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,13,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,37,1,8,1,1,1,18,1,1,1,1,1,1,1,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,41,1,12,1,2,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,551.0
53085431K,B,5,2,1,1,1,1,1,1,1,1,3,47,1,1,1,1,1,3,1,1,1,1,1,74,76,1,1,8,7,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,116,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,76,1,1,1,177,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,2,1,1,1,11,1,1,1,1,1,1,38,1,90,24,24,1,1,1,93,3,1,1,1,1,1,1,131,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,1,1,2,3,1,1,1,2,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,20,1,3,1,1,1,1,1,1,1,1,7,7,1,72,1,1,3,12,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4.0,1390.0
53086357W,C,10,42,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,31,9,3,5,23,3,3,3,5,15,3,3,3,3,3,4,4,3,3,13,3,39,3,167,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,13,3,3,9,3,3,3,68,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,7,3,3,6,12,3,3,8,3,3,4,3,3,3,86,12,100,5,4,3,3,3,51,3,3,3,3,3,3,3,42,3,6,3,3,3,3,3,3,3,5,3,5,10,87,3,3,3,3,3,3,23,3,3,3,6,3,3,3,3,4,3,3,3,3,19,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,1526.0
53096352C,C,5,21,3,3,3,3,6,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,6,33,3,5,17,6,3,3,3,3,3,3,3,3,10,3,3,3,3,26,3,5,3,1754,3,3,3,3,10,9,99,3,3,3,15,4,3,3,3,3,3,3,6,33,3,3,3,762,15,3,3,3,3,3,3,3,3,3,3,3,3,27,3,3,3,3,3,3,3,3,3,3,3,27,3,3,3,3,3,3,4,3,3,3,6,3,3,6,6,96,10,36,3,3,3,45,3,9,3,3,3,6,3,1484,3,3,3,3,3,3,3,3,3,3,24,3,3,18,3,3,6,3,3,3,11,3,6,3,3,9,3,16,3,3,3,3,3,3,59,3,6,3,3,3,3,3,3,3,3,3,9,3,3,8,3,12,3,3,4,3,3,6,4,3,3,3,3,3,6,3,3,3,6,30,3,12,3,15,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4.0,5369.0
53097947X,B,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,5,1,1,6,1,3,1,1,1,1,1,1,1,4,1,1,1,7,4,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,3,2,2,1,3,1,1,1,14,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,6,1,1,1,3,1,1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,317.0
53098951D,B,3,12,3,3,3,3,3,3,3,3,3,36,3,3,3,3,3,3,6,3,3,4,3,29,12,3,3,39,15,3,3,9,3,3,3,3,3,3,3,5,3,3,57,3,12,3,221,3,3,3,3,6,3,9,3,3,3,3,37,7,3,4,3,3,3,3,12,3,3,3,164,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,6,3,3,47,9,3,3,10,3,3,3,9,3,10,37,3,3,3,138,3,9,3,9,7,3,3,17,3,3,6,3,3,3,3,3,3,3,3,16,6,114,3,3,3,3,3,3,11,3,6,3,8,18,3,3,3,3,3,9,5,3,41,9,18,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,10,12,3,3,3,3,3,3,3,3,4,3,3,3,12,15,3,15,3,83,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3.0,1932.0
53107666X,B,2,20,2,2,2,2,17,2,2,2,2,8,2,2,2,2,5,2,5,2,2,2,2,68,8,2,2,42,10,2,2,22,2,2,2,2,2,13,2,2,2,2,27,2,8,2,205,2,2,2,2,2,2,6,2,2,2,2,21,4,2,2,2,2,2,2,8,2,2,2,107,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,2,2,2,2,2,2,2,2,2,2,2,6,4,2,2,28,6,2,2,6,2,2,2,6,26,6,114,2,2,2,97,3,6,2,6,2,2,2,18,2,2,4,2,2,2,2,2,2,2,2,8,4,140,2,2,2,2,2,2,5,2,2,2,4,12,2,2,2,2,2,2,2,2,20,4,12,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,8,2,2,2,2,2,2,2,2,2,2,2,2,8,9,2,10,4,47,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3.0,1593.0
53107709L,B,109,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,2,6,66,2,3,80,2,2,2,44,2,2,2,2,2,18,2,4,2,2,30,2,2,2,266,2,2,2,2,6,6,9,2,2,2,4,13,2,2,3,2,2,2,2,20,2,2,2,40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,2,2,2,2,2,2,2,2,14,2,2,25,2,2,2,17,2,2,2,3,2,2,2,2,924,15,4,2,2,2,51,2,8,2,2,2,2,2,124,2,4,2,2,2,2,2,2,2,4,4,8,2,8,2,4,2,2,2,2,15,10,2,6,20,2,2,2,2,3,2,16,2,2,18,2,2,22,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,10,22,18,2,2,2,4,20,2,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,2506.0
53111374D,C,4,2,2,2,2,2,2,2,2,2,2,16,2,2,2,2,2,2,2,2,2,10,2,2,24,2,2,2,2,2,2,2,2,2,2,2,2,4,2,8,2,2,25,2,2,2,131,2,2,5,2,3,2,2,2,2,2,2,20,2,2,2,2,2,2,2,2,2,2,2,44,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,6,2,2,2,2,2,2,4,2,18,2,2,2,30,2,2,2,2,2,2,89,8,440,33,10,2,2,2,40,2,2,2,2,2,4,2,85,2,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,2,4,2,30,8,2,4,2,2,2,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2,2,2,23,2,2,2,3,2,2,2,2,2,6,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,1577.0
53113212M,B,380,6,2,2,2,2,2,2,2,2,4,30,2,2,8,2,2,98,12,2,2,4,2,26,24,2,2,38,20,2,2,6,4,2,2,2,2,88,2,18,2,2,6,2,6,2,990,2,2,2,2,2,2,14,2,2,2,2,28,2,2,2,2,2,2,2,10,2,2,2,478,62,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,2,2,2,2,6,2,10,2,2,2,34,2,2,2,12,2,2,224,84,98,26,694,2,2,2,308,6,2,2,2,2,16,2,370,2,8,2,2,2,2,2,2,2,48,20,28,6,20,4,2,6,2,4,2,124,2,12,4,762,46,2,4,2,2,2,148,2,190,632,2,2,6,2,2,2,2,2,2,2,2,6,6,2,10,2,28,2,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,82,10,2,2,2,70,2,2,2,2,2,2,2,2,2,2,2,792,2,2,3.0,7643.0
53114687A,C,16,4,3,2,2,2,12,2,2,2,2,8,2,2,2,2,5,2,2,2,2,2,2,2,32,2,2,5,2,5,2,2,2,2,2,2,2,2,4,9,2,2,128,2,2,2,119,2,2,4,2,3,3,4,2,2,2,2,93,2,2,10,2,2,2,2,17,2,2,2,107,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,21,2,2,2,2,4,2,93,2,2,2,2,2,2,46,50,25,42,26,2,2,2,148,12,68,2,2,2,5,2,329,3,2,2,2,2,2,2,2,2,2,2,2,9,2,2,43,2,2,2,2,67,3,2,2,13,5,2,2,2,6,13,14,2,2,7,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,12,27,2,2,4,2,2,2,2,2,2,5,2,2,2,4,21,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3.0,2071.0
53119102L,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53119184B,C,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53120551K,C,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53123509B,C,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53133244J,B,15,1,1,1,1,1,1,1,1,1,1,24,1,1,15,1,1,1,1,1,1,1,1,2,27,1,2,35,34,1,1,1,1,1,1,1,1,1,2,1,1,1,11,1,7,1,50,1,1,2,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,27,1,1,1,57,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,22,1,1,12,1,1,1,1,1,1,3,1,1,16,15,1,1,1,23,1,3,1,1,1,3,1,25,2,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,2,24,1,2,1,3,1,1,1,1,2,1,4,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,6,1,1,2,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3.0,713.0
53134715W,B,124,6,2,2,2,4,2,2,2,2,2,2,2,2,2,2,6,4,2,2,2,5,2,16,38,2,2,34,12,2,2,24,2,2,2,2,2,22,32,8,2,2,40,2,2,2,34,2,2,2,2,2,2,2,2,2,2,2,14,2,2,2,2,2,2,2,38,2,2,2,130,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,10,2,2,6,2,2,2,14,2,2,2,2,2,2,36,4,698,13,62,2,2,2,76,2,2,2,2,2,10,2,146,2,4,44,2,2,14,2,12,2,2,2,18,2,6,2,2,6,2,2,2,227,2,2,2,30,2,2,2,2,2,2,8,2,8,2,2,18,40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,2,2,2,2,2,2,2,2,2,2,28,20,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,2509.0
53142475L,B,4,4,4,4,4,4,4,4,4,4,4,16,4,4,4,4,4,4,4,4,4,4,4,4,24,4,4,77,4,4,4,68,4,4,4,4,4,4,5,9,4,4,77,4,6,4,92,4,4,4,4,4,4,4,4,4,4,4,17,4,4,4,4,4,4,4,24,4,4,4,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,4,4,4,4,4,4,71,4,289,21,36,4,4,4,112,4,4,4,4,5,4,4,50,4,5,9,4,4,4,4,4,4,4,4,4,4,71,4,20,4,4,4,4,30,4,8,4,25,8,4,8,4,16,4,4,4,4,29,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,7,4,4,27,8,4,12,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,20,4,4,4,4,4,4,4,4,4,4,4,4,130,4,3.0,2238.0
53143229K,B,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,803,75,1,1,46,39,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,65,1,1,1,1,1,1,3,1,1,1,1,110,1,1,2,1,1,1,1,43,1,1,1,57,3,1,1,1,1,1,1,11,10,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,117,1,1,1,1,1,1,12,5,1,11,6,1,1,1,101,1,1,1,1,2,7,1,74,1,1,14,1,1,1,1,1,1,6,1,1,1,2,1,1,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,4,1,1,41,3,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,1954.0
53144046W,C,749,40,4,4,4,11,4,4,4,4,4,163,4,4,4,4,4,4,4,4,5,5,4,4,57,4,4,172,20,4,4,150,4,4,4,4,4,70,4,49,4,4,83,4,9,4,510,4,4,4,4,4,4,29,4,4,4,12,12,4,4,7,4,4,4,7,57,4,4,4,754,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,74,4,4,4,4,4,4,4,4,4,4,4,20,4,4,4,13,4,4,4,4,4,4,70,8,56,11,63,4,4,4,600,4,4,4,4,4,48,37,331,4,12,5,4,4,5,4,4,4,4,4,207,12,390,4,4,4,4,4,4,402,4,8,4,1926,4,4,8,56,5,4,20,4,5,76,4,4,20,4,4,4,4,4,4,4,4,4,4,5,4,4,49,4,9,24,4,4,4,4,4,14,4,4,4,4,4,4,4,36,36,4,4,8,10,4,4,4,4,4,4,4,8,4,4,4,4,4,52,3.0,8330.0
53145397M,B,7,18,2,2,2,2,2,2,2,2,2,141,2,2,2,2,2,2,5,2,2,3,2,750,50,2,2,875,511,2,2,73,2,2,2,2,2,4,2,10,2,2,34,2,9,2,424,2,2,2,2,2,2,6,2,2,2,2,30,4,2,3,2,4,2,2,43,2,2,2,453,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37,2,2,2,2,2,2,2,2,2,2,2,12,4,2,2,33,6,2,2,6,2,2,9,6,531,7,28,2,2,2,155,2,224,2,224,2,2,2,165,2,3,4,2,2,2,2,2,2,2,2,104,4,484,2,2,2,2,2,2,48,2,2,2,10,12,2,2,2,42,2,2,2,2,16,4,12,6,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,14,8,2,2,2,2,2,2,2,2,2,2,2,2,8,10,2,10,2,210,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3.0,6241.0
53146538A,C,22,21,3,3,3,3,5,3,3,3,15,49,3,3,20,3,3,3,3,6,3,6,3,6,36,3,3,418,31,5,3,333,3,3,3,3,12,6,3,4,3,3,6,3,4,3,611,3,46,7,3,3,3,8,7,3,3,3,18,3,3,3,3,3,3,5,36,3,3,3,301,10,3,3,6,3,3,4,3,3,8,3,3,3,3,3,3,435,3,4,3,5,3,3,3,5,5,3,3,13,3,3,3,20,3,3,3,7,3,4,83,3,1252,40,136,3,3,3,79,4,17,3,12,3,3,3,369,3,8,6,3,3,4,3,3,3,3,5,25,5,409,3,3,4,3,3,3,67,3,6,3,87,10,3,17,3,7,3,10,3,17,4,3,13,133,3,3,3,3,6,3,3,3,5,3,3,3,3,25,3,3,22,10,3,30,3,3,5,3,19,11,3,3,5,5,18,12,3,8,3,40,3,3,4,3,3,3,3,3,3,4,17,3,192,4,3.0,6222.0
53148392D,B,2,21,2,2,2,2,2,2,2,2,2,126,2,2,2,2,2,2,5,2,2,2,2,763,50,2,2,861,508,3,2,64,2,2,2,2,2,15,2,4,2,2,41,2,8,2,424,2,2,2,2,2,2,6,2,2,2,2,22,4,2,2,2,2,2,2,50,2,2,2,439,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37,2,2,2,2,2,2,2,2,2,2,2,12,4,2,2,26,6,2,2,6,2,2,19,7,262,8,29,2,2,2,124,2,224,2,224,2,2,2,167,2,2,4,2,2,2,2,2,2,2,2,104,4,483,2,2,2,2,2,2,57,2,3,2,9,13,2,2,2,42,2,2,2,2,20,4,12,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,8,8,2,2,2,2,2,2,2,2,2,2,2,2,9,10,2,10,2,209,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3.0,5916.0
53150224D,C,18,80,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,58,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,2,66,2,118,2,2,2,2,2,2,17,2,2,2,2,6,2,2,5,2,2,2,2,10,2,2,2,134,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,14,2,2,2,2,2,2,10,8,94,4,4,2,2,2,88,2,2,2,2,2,2,2,34,2,8,4,2,2,2,2,4,3,4,2,6,6,170,2,2,2,2,2,2,19,2,4,2,10,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,3,7,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,1450.0
53150929W,C,828,24,4,4,4,19,4,4,4,4,4,140,4,4,4,4,4,5,4,30,4,11,4,4,59,4,7,280,20,4,4,254,4,4,4,4,4,70,4,49,4,4,77,4,4,4,601,4,4,17,4,4,4,28,4,4,4,12,22,4,4,49,4,4,4,4,59,4,4,4,727,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,20,5,4,4,26,4,4,4,4,4,4,40,8,66,12,42,4,4,4,625,4,40,4,18,4,4,4,282,4,12,6,4,4,6,4,4,5,4,4,230,12,511,4,39,4,4,4,4,428,4,8,4,1930,4,4,8,56,4,4,20,4,5,95,4,12,80,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,31,5,4,4,4,4,4,4,4,4,4,4,4,4,36,36,4,4,8,8,4,4,4,4,4,4,4,8,4,4,49,4,4,4,3.0,8851.0
53153583E,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
